"id","name","concentration","duration","cell_line","array_platform","vehicle","vendor","vendor_catalog_id","vendor_catalog_name","drug_concept_id","cas_number","DrugBank.ID"
4897,"tetracycline",0.0000084,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",140,"Tetracycline hydrochloride [64-75-5]","C0546879","64-75-5","DB00759"
4898,"phenazopyridine",0.000016,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",752,"Phenazopyridine hydrochloride [136-40-3]","C0700555","136-40-3","DB01438"
4899,"raloxifene",0.0000078,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",862,"Raloxifene hydrochloride [82640-04-8]","C0618111","82640-04-8","DB00481"
4900,"(+)-chelidonine",0.0000108,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",587,"Chelidonine monohydrate (+) [476-32-4]",NULL,"476-32-4",NULL
4901,"cefepime",0.0000074,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",1118,"Cefepime hydrochloride [123171-59-5]","C0055003","123171-59-5","DB01413"
4902,"tranexamic acid",0.0000254,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",171,"Tranexamic acid [1197-18-8]","C0040613","1197-18-8","DB00302"
4903,"pheneticillin",0.00001,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",723,"Phenethicillin potassium salt [132-93-4]",NULL,"132-93-4",NULL
4904,"terbutaline",0.0000072,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",391,"Terbutaline hemisulfate [23031-32-5]","C0039542","23031-32-5","DB00871"
4905,"naltrexone",0.0000096,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",116,"Naltrexone hydrochloride dihydrate [16676-29-2]","C0355800","16676-29-2","DB00704"
4906,"skimmianine",0.0000154,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",668,"Skimmianine [83-95-4]",NULL,"83-95-4",NULL
4907,"tretinoin",0.0000134,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",257,"Retinoic acid [302-79-4]","C0040845","302-79-4","DB00755"
4908,"hexylcaine",0.0000134,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",788,"Hexylcaine hydrochloride [532-76-3]","C0062686","532-76-3","DB00473"
4909,"papaverine",0.0000106,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",583,"Papaverine hydrochloride [61-25-6]","C0700461","61-25-6","DB01113"
4910,"saquinavir",0.0000052,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",1114,"Saquinavir mesylate [149845-06-7]","C0286737","149845-06-7","DB01232"
4911,"fluorometholone",0.0000106,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",718,"Fluorometholone [426-13-1]","C0016351","426-13-1","DB00324"
4912,"methacholine chloride",0.0000204,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",759,"Methacholine chloride [62-51-1]","C0079829","62-51-1",NULL
4913,"DL-thiorphan",0.0000158,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",633,"Thiorphan [76721-89-6]",NULL,"76721-89-6",NULL
4914,"Prestwick-1085",0.0000146,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",1085,"Dubinidine [22964-77-8]",NULL,"22964-77-8",NULL
4915,"nicergoline",0.0000082,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",147,"Nicergoline","C0028008",NULL,"DB00699"
4916,"hexestrol",0.0000148,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",699,"Hexestrol [84-16-2]",NULL,"84-16-2","DB07931"
4917,"ellipticine",0.0000162,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",614,"Ellipticine [519-23-3]",NULL,"519-23-3",NULL
4918,"methanthelinium bromide",0.0000096,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",1066,"Methantheline bromide [53-46-3]",NULL,"53-46-3",NULL
4919,"spironolactone",0.0000096,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",128,"Spironolactone [52-01-7]","C0037982","52-01-7","DB00421"
4920,"bupropion",0.0000144,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",249,"Bupropion hydrochloride [31677-93-7]","C0700563","31677-93-7","DB01156"
4921,"cinoxacin",0.0000152,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",780,"Cinoxacin [28657-80-9]","C0008806","28657-80-9","DB00827"
4922,"lobeline",0.0000106,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",585,"Lobeline alpha (-) hydrochoride [134-63-4]","C0023929","134-63-4","DB05137"
4923,"dorzolamide",0.000011,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",1116,"Dorzolamide hydrochloride [130693-82-2]","C0165590","130693-82-2","DB00869"
4924,"mianserin",0.0000132,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",99,"Mianserine hydrochloride [21535-47-7]","C0700456","21535-47-7","DB06148"
4925,"cefuroxime",0.000009,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",720,"Cefuroxime sodium salt [56238-63-2]","C0007562","56238-63-2","DB01112"
4926,"azlocillin",0.0000082,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",821,"Azlocillin sodium salt [37091-65-9]","C0701436","37091-65-9","DB01061"
4927,"hydroquinine",0.0000094,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",635,"Hydroquinine hydrobromide hydrate [304695-81-6]",NULL,"304695-81-6",NULL
4928,"tropine",0.0000284,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",1077,"Tropine [120-29-6]",NULL,"120-29-6",NULL
4929,"thioproperazine",0.0000062,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",149,"Thioproperazine dimesylate [2347-80-0]","C0039936","2347-80-0","DB01622"
4930,"butamben",0.0000206,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",761,"Butamben [94-25-7]","C0054235","94-25-7",NULL
4931,"quinidine",0.0000106,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",280,"Quinidine hydrochloride monohydrate [6151-40-2]","C0139697","6151-40-2","DB00908"
4932,"methazolamide",0.000017,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",802,"Methazolamide [554-57-4]","C0025631","554-57-4","DB00703"
4933,"demecarium bromide",0.0000056,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",616,"Demecarium bromide [56-94-0]","C0057361","56-94-0",NULL
4934,"ondansetron",0.0000122,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",1058,"Ondansetron Hydrochloride [103639-04-9]","C0061851","103639-04-9","DB00904"
4935,"dexamethasone",0.0000092,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",130,"Dexamethasone acetate [1177-87-3]","C1372970","1177-87-3","DB01234"
4936,"sulfamethizole",0.0000148,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",742,"Sulfamethizole [144-82-1]","C0038687","144-82-1","DB00576"
4937,"tremorine",0.000015,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",331,"Tremorine dihydrochloride [300-68-5]",NULL,"300-68-5",NULL
4938,"alpha-yohimbine",0.0000102,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",577,"Rauwolscine hydrochloride [6211-32-1]",NULL,"6211-32-1",NULL
4939,"mephenytoin",0.0000184,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",1108,"Mephenytoin [50-12-4]","C0025381","50-12-4","DB00532"
4940,"trichostatin A",0.0000001,6,"MCF7","HT_HG-U133A","DMSO","Sigma-Aldrich","T8552","Trichostatin A, from Streptomyces sp.",NULL,NULL,NULL
4941,"propidium iodide",0.000006,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",792,"Propidium iodide [25535-16-4]",NULL,"25535-16-4",NULL
4942,"lidoflazine",0.0000082,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",381,"Lidoflazine [3416-26-0]","C0023665","3416-26-0",NULL
4943,"ifosfamide",0.0000154,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical",833,"Ifosfamide [3778-73-2]","C0020823","3778-73-2","DB01181"
4944,"pralidoxime",0.0000232,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",943,"Pralidoxime chloride [51-15-0]","C0138210","51-15-0","DB00733"
4945,"paracetamol",0.0000264,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",868,"Acetaminophen [103-90-2]",NULL,"103-90-2","DB00316"
4946,"amoxicillin",0.000011,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",357,"Amoxicillin [26787-78-0]","MMS_106","26787-78-0","DB01060"
4947,"dobutamine",0.0000118,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",352,"Dobutamine hydrochloride [49745-95-1]","C0700450","49745-95-1","DB00841"
4948,"verapamil",0.0000082,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",141,"Verapamyl hydrochloride [152-11-4]","C0042523","152-11-4","DB00661"
4949,"butoconazole",0.0000084,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",408,"Butoconazole nitrate [32872-77-1]","C0054259","32872-77-1","DB00639"
4950,"ganciclovir",0.0000156,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",839,"Ganciclovir [82410-32-0]","C0017066","82410-32-0","DB01004"
4951,"zoxazolamine",0.0000238,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",328,"Zoxazolamine [61-80-3]",NULL,"61-80-3",NULL
4952,"chlorpropamide",0.0000144,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",323,"Chlorpropamide [94-20-2]","C0008287","94-20-2","DB00672"
4953,"metolazone",0.000011,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",112,"Metolazone [17560-51-9]","C0025854","17560-51-9","DB00524"
4954,"melatonin",0.0000172,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",458,"Melatonin [73-31-4]","C0025219","73-31-4","DB01065"
4955,"aminohippuric acid",0.0000206,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",895,"Aminohippuric acid [61-78-9]","MMS_753","61-78-9","DB00345"
4956,"aminophylline",0.0000096,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",820,"Aminophylline [317-34-0]","C1271551","317-34-0","DB01223"
4957,"dequalinium chloride",0.0000076,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",388,"Dequalinium dichloride [522-51-0]","C0011087","522-51-0",NULL
4958,"nicardipine",0.0000078,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",383,"Nicardipine hydrochloride [54527-84-3]","C0028005","54527-84-3","DB00622"
4959,"azacyclonol",0.000015,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",93,"Azacyclonol [115-46-8]",NULL,"115-46-8",NULL
4960,"terguride",0.0000118,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",945,"S(+)-Terguride [37686-84-3]","MMS_344","37686-84-3",NULL
4961,"dextromethorphan",0.0000108,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",359,"Dextromethorphan hydrobromide monohydrate [6700-34-1]","C0872890","6700-34-1","DB00514"
4962,"clopamide",0.0000116,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",354,"Clopamide [636-54-4]","C0009025","636-54-4",NULL
4963,"chlorhexidine",0.000008,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",143,"Chlorhexidine [55-56-1]","C0008196","55-56-1","DB00878"
4964,"amphotericin B",0.0000044,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",410,"Amphotericin B [1397-89-3]","C0338196","1397-89-3","DB00681"
4965,"nitrendipine",0.000011,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",916,"Nitrendipine [39562-70-4]","C0028127","39562-70-4","DB01054"
4966,"nizatidine",0.000012,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",921,"Nizatidine [76963-41-2]","C0085154","76963-41-2","DB00585"
4967,"ascorbic acid",0.0000224,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",325,"Ascorbic acid [50-81-7]",NULL,"50-81-7","DB00126"
4968,"ampicillin",0.00001,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",114,"Ampicillin trihydrate [7177-48-2]","MMS_121","7177-48-2","DB00415"
4969,"dinoprost",0.0000084,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",460,"Dinoprost trometamol [38362-01-5]","C0012471","38362-01-5",NULL
4970,"oxybenzone",0.0000176,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",887,"Oxybenzone [131-57-7]","C0069803","131-57-7","DB01428"
4971,"esculin",0.0000118,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",892,"Esculin Hydrate [531-75-9]",NULL,"531-75-9",NULL
4972,"clebopride",0.0000082,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",380,"Clebopride maleate [84370-95-6]","C0772005","84370-95-6",NULL
4973,"metitepine",0.0000084,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",375,"Methiothepin maleate [19728-88-2]",NULL,"19728-88-2",NULL
4974,"baclofen",0.0000188,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",85,"Baclofen (R,S) [1134-47-0]","C0004609","1134-47-0","DB00181"
4975,"vigabatrin",0.000031,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",501,"Vigabatrin [60643-86-9]","C0048044","60643-86-9","DB01080"
4976,"prazosin",0.0000096,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",947,"Prazosin hydrochloride [19237-84-4]","C0700578","19237-84-4","DB00457"
4977,"trichostatin A",0.0000001,6,"PC3","HT_HG-U133A","DMSO","Sigma-Aldrich","T8552","Trichostatin A, from Streptomyces sp.",NULL,NULL,NULL
4978,"coralyne",0.0000096,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",431,"Coralyne chloride hydrate [38989-38-7]",NULL,"38989-38-7",NULL
4979,"methotrexate",0.0000088,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",135,"Methotrexate [59-05-2]","C0025677","59-05-2","DB00563"
4980,"hexetidine",0.0000118,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",551,"Hexetidine [141-94-6]","C0019468","141-94-6","DB08958"
4981,"nimodipine",0.0000096,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",918,"Nimodipine [66085-59-4]","C0028094","66085-59-4","DB00393"
4982,"2-aminobenzenesulfonamide",0.0000232,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",913,"2-Aminobenzenesulfonamide [3306-62-5]",NULL,"3306-62-5",NULL
4983,"arecoline",0.000017,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",402,"Arecoline hydrobromide [300-08-3]","EXPT03296","300-08-3","DB04365"
4984,"cefoperazone",0.0000058,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",327,"Cefoperazone dihydrate","MMS_125",NULL,"DB01329"
4985,"ranitidine",0.0000114,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",201,"Ranitidine hydrochloride [66357-59-3]","C0139919","66357-59-3","DB00863"
4986,"molsidomine",0.0000166,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",547,"Molsidomine [25717-80-0]","C0026400","25717-80-0","DB09282"
4987,"flavoxate",0.0000094,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",242,"Flavoxate hydrochloride [3717-88-2]","C0546865","3717-88-2","DB01148"
4988,"nabumetone",0.0000176,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",909,"Nabumetone [42924-53-8]","C0068334","42924-53-8","DB00461"
4989,"tribenoside",0.0000084,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",1019,"Tribenoside [10310-32-4]","C0077015","10310-32-4",NULL
4990,"procaine",0.0000146,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",41,"Procaine hydrochloride [51-05-8]","C0033218","51-05-8","DB00721"
4991,"budesonide",0.0000092,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",518,"Budesonide [51333-22-3]","C0054201","51333-22-3","DB01222"
4992,"fenoterol",0.0000104,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",282,"Fenoterol hydrobromide [1944-12-3]","C0015840","1944-12-3","DB01288"
4993,"proxymetacaine",0.000012,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",959,"Proparacaine hydrochloride [5875-06-9]",NULL,"5875-06-9","DB00807"
4994,"piribedil",0.000012,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",980,"Piribedil hydrochloride [78213-63-5]","C0771647","78213-63-5",NULL
4995,"benzonatate",0.0000066,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",12,"Benzonatate [104-31-4]","C0053229","104-31-4","DB00868"
4996,"scopolamine N-oxide",0.00001,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",232,"Scopolamin-N-oxide hydrobromide [6106-81-6]",NULL,"6106-81-6",NULL
4997,"propafenone",0.0000106,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",499,"Propafenone hydrochloride [34183-22-7]","C0033429","34183-22-7","DB01182"
4998,"doxepin",0.0000126,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",263,"Doxepin hydrochloride [1229-29-4]","C0700535","1229-29-4","DB01142"
4999,"protriptyline",0.0000134,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",930,"Protriptyline hydrochloride [1225-55-4]","C0700557","1225-55-4","DB00344"
5000,"pyrvinium",0.0000034,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",1040,"Pyrvinium pamoate [3546-41-6]","C0072804","3546-41-6","DB06816"
5001,"trichostatin A",0.0000001,6,"PC3","HT_HG-U133A","DMSO","Sigma-Aldrich","T8552","Trichostatin A, from Streptomyces sp.",NULL,NULL,NULL
5002,"trifluoperazine",0.0000084,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",313,"Trifluoperazine dihydrochloride [440-17-5]","C0304381","440-17-5","DB00831"
5003,"remoxipride",0.0000098,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",971,"Remoxipride Hydrochloride [73220-03-8]","C0771022","73220-03-8","DB00409"
5004,"S-propranolol",0.0000136,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",1081,"(S)-propranolol hydrochloride [4199-10-4]",NULL,"4199-10-4",NULL
5005,"betazole",0.000027,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",43,"Betazole hydrochloride","APRD00714",NULL,"DB00272"
5006,"alverine",0.0000084,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",174,"Alverine citrate salt [5560-59-8]","C0243365","5560-59-8","DB01616"
5007,"sulfasalazine",0.00001,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",520,"Sulfasalazine [599-79-1]","C0036078","599-79-1","DB00795"
5008,"isradipine",0.0000108,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",1021,"Isradipine [75695-93-1]","C0071304","75695-93-1","DB00270"
5009,"iopanoic acid",0.000007,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",1052,"Iopanoic acid [96-83-3]","C0022028","96-83-3","DB08946"
5010,"sulfacetamide",0.0000158,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",14,"Sulfacetamide sodic hydrate [6209-17-2]","C0282356","6209-17-2","DB00634"
5011,"oxymetazoline",0.0000134,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",224,"Oxymetazoline hydrochloride [2315-02-8]","C0030071","2315-02-8","DB00935"
5012,"tubocurarine chloride",0.0000052,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",561,"Tubocurarine chloride pentahydrate (+) [6989-98-6]","C0282372","6989-98-6",NULL
5013,"dimenhydrinate",0.0000086,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",265,"Dimenhydrinate [523-87-5]","C0012381","523-87-5","DB00985"
5014,"amitriptyline",0.0000128,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",74,"Amitryptiline hydrochloride [549-18-8]","C0002600","549-18-8","DB00321"
5015,"tolfenamic acid",0.0000152,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",205,"Tolfenamic acid [13710-19-5]","C0076799","13710-19-5","DB09216"
5016,"10-methoxyharmalan",0.0000186,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",621,"Methoxy-6-harmalan [3589-73-9]",NULL,"3589-73-9",NULL
5017,"pinacidil",0.0000164,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",246,"Pinacidil [85371-64-8]","C0071074","85371-64-8",NULL
5018,"Prestwick-1083",0.0000088,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",1083,"Condelphine [7633-69-4]",NULL,"7633-69-4",NULL
5019,"naproxen",0.0000174,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",45,"Naproxen [22204-53-1]","C0546873","22204-53-1","DB00788"
5020,"iproniazid",0.0000144,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",176,"Iproniazide phosphate [305-33-9]","C0022059","305-33-9","DB04818"
5021,"raubasine",0.0000102,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",592,"Ajmalicine hydrochloride [4373-34-6]",NULL,"4373-34-6",NULL
5022,"acemetacin",0.0000096,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",296,"Acemetacin [53164-05-9]","C0050409","53164-05-9",NULL
5023,"nomegestrol",0.0000108,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical",1033,"Nomegestrol acetate [58652-20-3]","C0132749","58652-20-3",NULL
5024,"PF-01378883-00",0.00001,6,"MCF7","HT_HG-U133A","DMSO","Pfizer RTC","PF-01378883-00","PF-01378883-00 [351320-41-7]",NULL,"351320-41-7",NULL
5025,"erastin",0.00002,6,"MCF7","HT_HG-U133A","DMSO","ComGenex","CGX 0596987","CGX 0596987",NULL,NULL,NULL
5026,"3-nitropropionic acid",0.00001,6,"MCF7","HT_HG-U133A","DMSO","Sigma-Aldrich","N5636","3-nitropropionic acid",NULL,NULL,NULL
5027,"PF-01378883-00",0.00001,6,"PC3","HT_HG-U133A","DMSO","Pfizer RTC","PF-01378883-00","PF-01378883-00 [351320-41-7]",NULL,"351320-41-7",NULL
5028,"erastin",0.00002,6,"PC3","HT_HG-U133A","DMSO","ComGenex","CGX 0596987","CGX 0596987",NULL,NULL,NULL
5029,"3-nitropropionic acid",0.00001,6,"PC3","HT_HG-U133A","DMSO","Sigma-Aldrich","N5636","3-nitropropionic acid",NULL,NULL,NULL
5030,"valdecoxib",0.00001,6,"PC3","HT_HG-U133A","DMSO","Toronto Research Chemicals","V090000","valdecoxib","C0913246",NULL,"DB00580"
5031,"PF-00539758-00",0.00001,6,"PC3","HT_HG-U133A","DMSO","Pfizer RTC","PF-00539758-00","PF-00539758-00 [351321-34-1]",NULL,"351321-34-1",NULL
5032,"STOCK1N-35215",0.00001,6,"PC3","HT_HG-U133A","DMSO","InterBioScreen","STOCK1N-35215","STOCK1N-35215",NULL,NULL,NULL
5033,"orlistat",0.00001,6,"MCF7","HT_HG-U133A","DMSO","Sigma-Aldrich","O4139","Orlistat","C0076275",NULL,"DB01083"
5034,"0225151-0000",0.00001,6,"MCF7","HT_HG-U133A","DMSO","Pfizer RTC","0225151-0000","0225151-0000 [351320-15-5]",NULL,"351320-15-5",NULL
5035,5707885,0.00005,6,"MCF7","HT_HG-U133A","DMSO","Chembridge",5707885,5707885,NULL,NULL,NULL
5036,"orlistat",0.00001,6,"PC3","HT_HG-U133A","DMSO","Sigma-Aldrich","O4139","Orlistat","C0076275",NULL,"DB01083"
5037,"0225151-0000",0.00001,6,"PC3","HT_HG-U133A","DMSO","Pfizer RTC","0225151-0000","0225151-0000 [351320-15-5]",NULL,"351320-15-5",NULL
5038,5707885,0.00005,6,"PC3","HT_HG-U133A","DMSO","Chembridge",5707885,5707885,NULL,NULL,NULL
5039,"C-75",0.00001,6,"MCF7","HT_HG-U133A","DMSO","Sigma-Aldrich","C5490","C75",NULL,NULL,NULL
5040,"AG-013608",0.00001,6,"MCF7","HT_HG-U133A","DMSO","Pfizer RTC","AG-013608","AG-013608 [351320-38-2]",NULL,"351320-38-2",NULL
5041,"F0447-0125",0.00001,6,"MCF7","HT_HG-U133A","DMSO","Life Chemicals","F0447-0125","F0447-0125",NULL,NULL,NULL
5042,"C-75",0.00001,6,"PC3","HT_HG-U133A","DMSO","Sigma-Aldrich","C5490","C75",NULL,NULL,NULL
5043,"AG-013608",0.00001,6,"PC3","HT_HG-U133A","DMSO","Pfizer RTC","AG-013608","AG-013608 [351320-38-2]",NULL,"351320-38-2",NULL
5044,"F0447-0125",0.00001,6,"PC3","HT_HG-U133A","DMSO","Life Chemicals","F0447-0125","F0447-0125",NULL,NULL,NULL
5045,"3-nitropropionic acid",0.00001,6,"MCF7","HT_HG-U133A","DMSO","Sigma-Aldrich","N5636","3-nitropropionic acid",NULL,NULL,NULL
5046,"valdecoxib",0.00001,6,"MCF7","HT_HG-U133A","DMSO","Toronto Research Chemicals","V090000","valdecoxib","C0913246",NULL,"DB00580"
5047,"PF-01378883-00",0.00001,6,"MCF7","HT_HG-U133A","DMSO","Pfizer RTC","PF-01378883-00","PF-01378883-00 [351320-41-7]",NULL,"351320-41-7",NULL
5048,"3-nitropropionic acid",0.00001,6,"PC3","HT_HG-U133A","DMSO","Sigma-Aldrich","N5636","3-nitropropionic acid",NULL,NULL,NULL
5049,"valdecoxib",0.00001,6,"PC3","HT_HG-U133A","DMSO","Toronto Research Chemicals","V090000","valdecoxib","C0913246",NULL,"DB00580"
5050,"PF-01378883-00",0.00001,6,"PC3","HT_HG-U133A","DMSO","Pfizer RTC","PF-01378883-00","PF-01378883-00 [351320-41-7]",NULL,"351320-41-7",NULL
5051,"erastin",0.00002,6,"MCF7","HT_HG-U133A","DMSO","ComGenex","CGX 0596987","CGX 0596987",NULL,NULL,NULL
5052,"orlistat",0.00001,6,"MCF7","HT_HG-U133A","DMSO","Sigma-Aldrich","O4139","Orlistat","C0076275",NULL,"DB01083"
5053,"PF-00539758-00",0.00001,6,"MCF7","HT_HG-U133A","DMSO","Pfizer RTC","PF-00539758-00","PF-00539758-00 [351321-34-1]",NULL,"351321-34-1",NULL
5054,"erastin",0.00002,6,"PC3","HT_HG-U133A","DMSO","ComGenex","CGX 0596987","CGX 0596987",NULL,NULL,NULL
5055,"orlistat",0.00001,6,"PC3","HT_HG-U133A","DMSO","Sigma-Aldrich","O4139","Orlistat","C0076275",NULL,"DB01083"
5056,"PF-00539758-00",0.00001,6,"PC3","HT_HG-U133A","DMSO","Pfizer RTC","PF-00539758-00","PF-00539758-00 [351321-34-1]",NULL,"351321-34-1",NULL
5057,"STOCK1N-35215",0.00001,6,"MCF7","HT_HG-U133A","DMSO","InterBioScreen","STOCK1N-35215","STOCK1N-35215",NULL,NULL,NULL
5058,"C-75",0.00001,6,"MCF7","HT_HG-U133A","DMSO","Sigma-Aldrich","C5490","C75",NULL,NULL,NULL
5059,"F0447-0125",0.00001,6,"MCF7","HT_HG-U133A","DMSO","Life Chemicals","F0447-0125","F0447-0125",NULL,NULL,NULL
